STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,TAX,Income Tax,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2006,,0,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2007,,0,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2008,,0,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2009,,1.723798,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2010,,1.545852,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2011,,1.511527,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2012,,1.438658,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2013,,1.387967,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2014,,1.366742,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2015,,1.363465,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2016,,1.261743,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2017,,1.229826,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2018,,1.282301,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2019,,1.28079,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2020,,1.240912,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2021,,1.18255,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISL,Iceland,THRESHOLD,Threshold (expressed as a multiple of the average wage),2022,,1.186293,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2000,,7.631058,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2001,,7.330911,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2002,,3.774236,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2003,,3.547866,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2004,,0.458673,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2005,,0.464432,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2006,,0.448215,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2007,,0.44272,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2008,,0.413626,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2009,,0.501626,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2010,,0.484542,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2011,,0.413839,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2012,,0.415459,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2013,,3.855923,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2014,,3.768509,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2015,,3.682261,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2016,,3.576551,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2017,,3.443444,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2018,,3.269759,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2019,,3.182854,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2020,,3.198286,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2021,,3.037853,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,SVK,Slovak Republic,THRESHOLD,Threshold (expressed as a multiple of the average wage),2022,,2.865237,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2000,,3.66476,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2001,,3.785228,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2002,,1.602914,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2004,,1.298974,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2005,,1.243913,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2006,,1.150504,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2007,,3.730391,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2008,,3.743794,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2009,,3.634098,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2010,,4.928344,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2011,,4.987451,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2012,,5.138026,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2013,,5.346351,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2014,,5.272871,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2015,,24.98473,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2016,,11.59406,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2017,,11.707338,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2018,,11.700915,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2019,,11.575702,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2020,,12.430177,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2021,,2.374698,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2022,,2.335179,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,THRESHOLD,Threshold (expressed as a multiple of the average wage),2003,,1.447921,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2000,,1.758683,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2001,,1.406401,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2002,,1.394574,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2003,,1.396148,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2004,,1.380026,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2005,,1.380543,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2006,,1.325588,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2007,,1.277548,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2008,,1.251795,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2009,,1.215519,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2010,,1.194493,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2011,,1.18959,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2012,,1.179464,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2013,,1.215933,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2014,,1.2394,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2015,,1.221825,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2016,,1.393037,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2017,,1.38825,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2018,,1.392983,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2019,,1.364903,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2020,,1.330203,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2021,,1.303703,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NLD,Netherlands,THRESHOLD,Threshold (expressed as a multiple of the average wage),2022,,1.28581,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2000,,2.463804,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2001,,2.42389,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2002,,2.25507,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2003,,2.151545,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2004,,2.018315,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2005,,1.92645,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2006,,1.620491,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2007,,1.50977,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2008,,4E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2009,,4E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2010,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2011,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2012,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2013,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2014,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2015,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2016,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2017,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2018,,3E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2019,,2E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2020,,2E-06,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2021,,3.850683,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CZE,Czechia,THRESHOLD,Threshold (expressed as a multiple of the average wage),2022,,3.950498,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2003,,1.032396,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2002,,1.063133,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2001,,1.055337,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2000,,2.092111,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2005,,0.973154,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2006,,0.940262,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2007,,0.904411,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2008,,0.919554,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2009,,0.96257,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2010,,0.939129,,A,,RATIO,Ratio,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LUX,Luxembourg,THRESHOLD,Threshold (expressed as a multiple of the average wage),2011,,3.218974,,A,,RATIO,Ratio,0,Units,,
