STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,TAX,Income Tax,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2005,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2004,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2002,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2001,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,POL,Poland,TOP_TRATE,Top tax rates,2000,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2000,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2001,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2002,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2004,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2005,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2009,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2004,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2005,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2009,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2010,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2011,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2012,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2013,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2014,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2015,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2016,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,TOP_TRATE,Top tax rates,2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,TOP_TRATE,Top tax rates,2004,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,TOP_TRATE,Top tax rates,2005,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,TOP_TRATE,Top tax rates,2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,TOP_TRATE,Top tax rates,2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,TOP_TRATE,Top tax rates,2009,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2000,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2001,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2002,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2004,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2005,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PERS_ITAX,Personal income tax,2009,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GRC,Greece,TOP_TRATE,Top tax rates,2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2004,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2005,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2009,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2010,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2011,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2012,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2013,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2014,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2015,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,PERS_ITAX,Personal income tax,2016,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,PERS_ITAX,Personal income tax,2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,PERS_ITAX,Personal income tax,2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,PERS_ITAX,Personal income tax,2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,PERS_ITAX,Personal income tax,2009,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,PERS_ITAX,Personal income tax,2010,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,PERS_ITAX,Personal income tax,2011,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,PERS_ITAX,Personal income tax,2012,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,PERS_ITAX,Personal income tax,2013,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,HUN,Hungary,TOP_TRATE,Top tax rates,2000,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,HUN,Hungary,TOP_TRATE,Top tax rates,2001,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,HUN,Hungary,TOP_TRATE,Top tax rates,2002,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,HUN,Hungary,TOP_TRATE,Top tax rates,2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2000,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2001,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,PER_ARATE,Personal income tax & employee social security contributions (All-in rate),2002,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,TOP_TRATE,Top tax rates,2000,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,TOP_TRATE,Top tax rates,2001,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,TOP_TRATE,Top tax rates,2002,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,TOP_TRATE,Top tax rates,2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,TOP_TRATE,Top tax rates,2004,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,TOP_TRATE,Top tax rates,2005,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2003,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2004,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2005,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2009,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2010,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2011,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2012,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2013,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2014,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2015,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CHL,Chile,TOP_TRATE,Top tax rates,2016,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,TOP_TRATE,Top tax rates,2006,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,TOP_TRATE,Top tax rates,2007,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,TOP_TRATE,Top tax rates,2008,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,TOP_TRATE,Top tax rates,2009,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,TOP_TRATE,Top tax rates,2010,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,TOP_TRATE,Top tax rates,2011,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,TOP_TRATE,Top tax rates,2012,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,NOR,Norway,TOP_TRATE,Top tax rates,2013,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,PERS_ITAX,Personal income tax,2001,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,PERS_ITAX,Personal income tax,2000,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,TOP_TRATE,Top tax rates,2000,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,TOP_TRATE,Top tax rates,2001,,40,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2000,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2001,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2003,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2013,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2014,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2015,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2016,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2017,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2018,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2019,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2020,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2021,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ISR,Israel,TOP_TRATE,Top tax rates,2022,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2010,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2011,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,GBR,United Kingdom,TOP_TRATE,Top tax rates,2012,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2000,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2001,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2002,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2003,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2004,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2005,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2006,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2007,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2008,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2009,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2010,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,JPN,Japan,TOP_TRATE,Top tax rates,2011,,50,,A,,PC,Percentage,0,Units,,
